6	Kopfzeilen		Stand 25.03.2019																						
																									
Zusammenstellung der Parameter fuer die Nutzung des Programmes Phantom Builder ab Version 2.4 B.H.Herrmann 2018
																									
a Melamin	b Melanin	Wellenlaenge	ua H2O	Wellenlaenge	ua Fett	Wellenlaenge	ua HbO2	Wellenlaenge	ua Hb	Wellenlaenge	ua metHb	Wellenlaenge	ua COHb	Wellenlaenge	ua SHb	Wellenlaenge	ext Bilirubin	Wellenlaenge	ext Beta-Carotin	Wellenlaenge	g	Wellenlaenge	Chlorophyll A	Wellenlaenge	Xyz
Faktor	Exponent	nm	cm-1	nm	cm-1	nm	cm-1	nm	cm-1	nm	cm-1	nm	cm-1	nm	cm-1	nm	Koeffizient	nm	Koeffizient	nm	Faktor	nm	cm-1*	nm	cm-1
				639	0.00446	670	1.574609302	670	14.9701427							292.25	7944	272.25	102617						
				640	0.00452	672	1.553186047	672	14.50804307							292.5	7829	272.5	104198						
				641	0.0045	674	1.529620465	674	14.07315098							292.75	8021	272.75	104572						
				642	0.00449	676	1.510339535	676	13.68089116							293	7864	273	103622						
				643	0.00453	678	1.495343256	678	13.28863135							293.25	7654	273.25	104113						
				644	0.0046	680	1.486773953	680	12.89637153							293.5	7795	273.5	103928						
				645	0.00465	682	1.478204651	682	12.50411172							293.75	7737	273.75	103185						
				646	0.00464	684	1.469635349	684	12.11206614							294	7742	274	102325						
				647	0.00464	686	1.461066047	686	11.71980633							294.25	7619	274.25	103415						
				648	0.00464	688	1.469635349	688	11.32754651							294.5	7716	274.5	102271						
				649	0.00465	690	1.478204651	690	10.989916							294.75	7919	274.75	100802						
				650	0.00471	692	1.486773953	692	10.7141987							295	7807	275	100100						
				651	0.00472	694	1.495343256	694	10.43869563							295.25	7706	275.25	98857						
				652	0.00467	696	1.510339535	696	10.16297833							295.5	7781	275.5	97528						
				653	0.00464	698	1.531762791	698	9.887261023							295.75	7742	275.75	98050						
				654	0.00457	700	1.553186047	700	9.60982986							296	7641	276	96253						
				655	0.00448	702	1.574609302	702	9.324472093							296.25	7639	276.25	96470						
				656	0.00438	704	1.596032558	704	9.039328558							296.5	7510	276.5	97105						
				657	0.00428	706	1.621740465	706	8.753970791							296.75	7606	276.75	97213						
				658	0.00424	708	1.651733023	708	8.481038512							297	7789	277	97663						
				659	0.00422	710	1.681725581	710	8.250524279							297.25	7661	277.25	98330						
				660	0.00418	712	1.71171814	712	8.019795814							297.5	7411	277.5	98235						
				661	0.00414	714	1.741710698	714	7.789281581							297.75	7512	277.75	98523						
				662	0.00413	716	1.778130233	716	7.558767349							298	7594	278	98942						
				663	0.00414	718	1.820976744	718	7.328253116							298.25	7624	278.25	100100						
				664	0.00419	720	1.863823256	720	7.101166605							298.5	7575	278.5	99757						
				665	0.00428	722	1.906669767	722	6.88307786							298.75	7625	278.75	101550						
				666	0.00439	724	1.949516279	724	6.664989116							299	7566	279	101649						
				667	0.00447	726	1.994505116	726	6.44668614							299.25	7372	279.25	100933						
				668	0.00452	728	2.041636279	728	6.174182326							299.5	7426	279.5	102689						
				669	0.00453	730	2.088767442	730	5.90317814							299.75	7465	279.75	102865						
				670	0.0045	732	2.135898605	732	5.90317814							300	7367	280	102743						
				671	0.00452	734	2.183029767	734	5.90317814							300.25	7446	280.25	103266						
				672	0.00457	736	2.243014884	736	5.900821581							300.5	7329	280.5	104221						
				673	0.00462	738	2.315853953	738	5.89396614							300.75	7589	280.75	104018						
				674	0.00463	740	2.388693023	740	5.976445674							301	7371	281	103748						
				675	0.00457	742	2.461532093	742	6.221527721							301.25	7211	281.25	104797						
				676	0.00446	744	2.534371163	744	6.466609767							301.5	7482	281.5	105248						
				677	0.00433	746	2.611494884	746	6.780674698							301.75	7447	281.75	105878						
				678	0.00422	748	2.692903256	748	7.140585395							302	7279	282	105955						
				679	0.00413	750	2.774311628	750	7.526204							302.25	7227	282.25	107324						
				680	0.00406	752	2.85572	752	8.115772							302.5	7326	282.5	108333						
				681	0.00398	754	2.937128372	754	8.257379721							302.75	7069	282.75	109680						
				682	0.00387	756	3.009967442	756	8.357640558							303	7345	283	110400						
				683	0.00375	758	3.074237209	758	8.357640558							303.25	7132	283.25	111179						
				684	0.0037	760	3.138506977	760	8.293585023							303.5	7222	283.5	111332						
				685	0.00369	762	3.202776744	762	8.078924							303.75	7297	283.75	111499						
				686	0.00366	764	3.267046512	764	7.817131814							304	7396	284	110324						
				687	0.00361	766	3.33560093	766	7.554482698							304.25	7222	284.25	108968						
				688	0.00354	768	3.40844	768	7.290976651							304.5	7241	284.5	108432						
				689	0.00348	770	3.48127907	770	7.026185209							304.75	7206	284.75	106148						
				690	0.00342	772	3.55411814	772	6.761393767							305	7083	285	104653						
				691	0.00338	774	3.626957209	774	6.496602326							305.25	7034	285.25	102906						
				692	0.00335	776	3.691226977	776	6.231810884							305.5	7254	285.5	99717						
				693	0.00331	778	3.746927442	778	5.970661395							305.75	7150	285.75	97735						
				694	0.00328	780	3.802627907	780	5.759856558							306	6987	286	95681						
				695	0.00324	782	3.858328372	782	5.549051721							306.25	6792	286.25	92772						
				696	0.00321	784	3.914028837	784	5.338246884							306.5	7010	286.5	90096						
				697	0.00324	786	3.963302326	786	5.127442047							306.75	6990	286.75	88344						
				698	0.00327	788	4.006148837	788	4.936989302							307	7044	287	85795						
				699	0.00325	790	4.048995349	790	4.77095907							307.25	7083	287.25	83976						
				700	0.00323	792	4.09184186	792	4.604928837							307.5	6897	287.5	83147						
				701	0.0032	794	4.134688372	794	4.438898605							307.75	6821	287.75	80728						
				702	0.00319	796	4.211812093	796	4.300504372							308	6735	288	79206						
				703	0.00322	798	4.323213023	798	4.190174605							308.25	6894	288.25	79071						
				704	0.00326	800	4.370344186	800	4.079630605							308.5	6850	288.5	78386						
				705	0.00323	802	4.434613953	802	3.983868651							308.75	7080	288.75	77504						
				706	0.00318	804	4.477460465	804	3.947663349							309	6901	289	78206						
				707	0.00313	806	4.520306977	806	3.911243814							309.25	6892	289.25	77125						
				708	0.0031	808	4.584576744	808	3.875038512							309.5	6823	289.5	78053						
				709	0.00311	810	4.627423256	810	3.84054707							309.75	6818	289.75	76715						
				710	0.00315	812	4.670269767	812	3.812482605							310	6808	290	77215						
				711	0.0032	814	4.713116279	814	3.78441814							310.25	6905	290.25	77035						
				712	0.00321	816	4.75167814	816	3.756139442							310.5	6801	290.5	77913						
				713	0.0032	818	4.82880186	818	3.728074977							310.75	6520	290.75	77071						
				714	0.00321	820	4.905925581	820	3.715649488							311	6557	291	77715						
				715	0.00326	822	4.983049302	822	3.714792558							311.25	6615	291.25	76454						
				716	0.00334	824	5.060173023	824	3.71414986							311.5	6686	291.5	76783						
				717	0.00343	826	5.122300465	826	3.71329293							311.75	6699	291.75	74441						
				718	0.00351	828	5.169431628	828	3.712650233							312	6630	292	75175						
				719	0.00358	830	5.216562791	830	3.711793302							312.25	6546	292.25	73261						
				720	0.00367	832	5.263693953	832	3.711150605							312.5	6665	292.5	72198						
				721	0.00376	834	5.310825116	834	3.710293674							312.75	6577	292.75	71829						
				722	0.00383	836	5.36224093	836	3.709650977							313	6517	293	71576						
				723	0.0039	838	5.417941395	838	3.708794047							313.25	6604	293.25	71725						
				724	0.00401	840	5.47364186	840	3.708151349							313.5	6336	293.5	71536						
				725	0.00415	842	5.529342326	842	3.707294419							313.75	6557	293.75	70919						
				726	0.0043	844	5.585042791	844	3.706009023							314	6527	294	70320						
				727	0.00447	846	5.623604651	846	3.70493786							314.25	6383	294.25	70306						
				728	0.00463	848	5.645027907	848	3.703652465							314.5	6423	294.5	71036						
				729	0.0048	850	5.666451163	850	3.702581302							314.75	6344	294.75	70603						
				730	0.00499	852	5.687874419	852	3.701295907							315	6455	295	70896						
				731	0.00516	854	5.709297674	854	3.700224744							315.25	6316	295.25	70797						
				732	0.00535	856	5.745717209	856	3.698939349							315.5	6258	295.5	70784						
				733	0.00552	858	5.797133023	858	3.708579814							315.75	6210	295.75	69068						
				734	0.00564	860	5.848548837	860	3.718648744							316	6275	296	67987						
				735	0.00576	862	5.899964651	862	3.728717674							316.25	6174	296.25	66658						
				736	0.00589	864	5.951380465	864	3.738572372							316.5	6217	296.5	64875						
				737	0.006	866	5.989942326	866	3.748641302							316.75	6360	296.75	62600						
				738	0.00616	868	6.015650233	868	3.758710233							317	6158	297	61177						
				739	0.00636	870	6.04135814	870	3.780347721							317.25	6302	297.25	59317						
				740	0.00654	872	6.067066047	872	3.802413674							317.5	6068	297.5	56191						
				741	0.0068	874	6.092773953	874	3.824479628							317.75	6198	297.75	53763						
				742	0.00707	876	6.120624186	876	3.846545581							318	6175	298	50912						
				743	0.00735	878	6.150616744	878	3.868611535							318.25	6106	298.25	48413						
				744	0.00768	880	6.180609302	880	3.890677488							318.5	6031	298.5	44382						
				745	0.00801	882	6.21060186	882	3.908887256							318.75	5909	298.75	41995						
				746	0.00837	884	6.240594419	884	3.926882791							319	5862	299	39297						
				747	0.00874	886	6.266302326	886	3.945092558							319.25	5948	299.25	36734						
				748	0.00908	888	6.287725581	888	3.963088093							319.5	5993	299.5	34342						
				749	0.00941	890	6.309148837	890	3.982583256							319.75	5899	299.75	32924						
				750	0.00972	892	6.330572093	892	4.002078419							320	6008	300	31888						
				751	0.01001	894	6.351995349	894	4.021573581							320.25	5813	300.25	30667						
				752	0.0103	896	6.373418605	896	4.041068744							320.5	5751	300.5	29343						
				753	0.01059	898	6.39484186	898	4.060563907							320.75	5994	300.75	27352						
				754	0.01089	900	6.416265116	900	4.080273302							321	5884	301	28384						
				755	0.0112	902	6.437688372	902	4.097411907							321.25	5828	301.25	26834						
				756	0.01155	904	6.459111628	904	4.11026586							321.5	5814	301.5	25902						
				757	0.0119	906	6.476250233	906	4.122905581							321.75	5625	301.75	24853						
				758	0.01227	908	6.489104186	908	4.135545302							322	5867	302	23952						
				759	0.01258	910	6.50195814	910	4.148399256							322.25	5619	302.25	23592						
				760	0.01278	912	6.514812093	912	4.161038977							322.5	5557	302.5	22628						
				761	0.01289	914	6.527666047	914	4.168965581							322.75	5695	302.75	22718						
				762	0.0129	916	6.538377674	916	4.167037488							323	5677	303	22137						
				763	0.01273	918	6.546946977	918	4.165323628							323.25	5542	303.25	21889						
				764	0.01249	920	6.555516279	920	4.163395535							323.5	5476	303.5	22101						
				765	0.01206	922	6.564085581	922	4.161681674							323.75	5635	303.75	22961						
				766	0.01153	924	6.572654884	924	4.159539349							324	5688	304	21912						
				767	0.01089	926	6.570512558	926	4.136616465							324.25	5484	304.25	20664						
				768	0.01021	928	6.557658605	928	4.113693581							324.5	5323	304.5	20551						
				769	0.00948	930	6.544804651	930	4.09098493							324.75	5450	304.75	20934						
				770	0.00871	932	6.531950698	932	4.029071721							325	5326	305	19151						
				771	0.00793	934	6.519096744	934	3.95023414							325.25	5430	305.25	20736						
				772	0.00719	936	6.510527442	936	3.871610791							325.5	5562	305.5	19984						
				773	0.00653	938	6.506242791	938	3.792773209							325.75	5207	305.75	21087						
				774	0.00596	940	6.50195814	940	3.713935628							326	5192	306	20245						
				775	0.00553	942	6.497673488	942	3.635098047							326.25	5148	306.25	18448						
				776	0.00515	944	6.493388837	944	3.537622233							326.5	5250	306.5	18254						
				777	0.00481	946	6.482677209	946	3.433505209							326.75	5309	306.75	17547						
				778	0.00451	948	6.465538605	948	3.329388186							327	5055	307	16809						
				779	0.00426	950	6.4484	950	3.225485395							327.25	5095	307.25	16777						
				780	0.00409	952	6.431261395	952	3.12458186							327.5	5310	307.5	16435						
				781	0.00391	954	6.414122791	954	3.047029674							327.75	5206	307.75	16232						
				782	0.00378	956	6.39484186	956	2.969691721							328	5029	308	17606						
				783	0.00366	958	6.373418605	958	2.892353767							328.25	4894	308.25	16552						
				784	0.0036	960	6.351995349	960	2.814801581							328.5	5166	308.5	17214						
				785	0.00357	962	6.330572093	962	2.737463628							328.75	5076	308.75	16665						
				786	0.00355	964	6.309148837	964	2.653056							329	4927	309	16219						
				787	0.00353	966	6.28344093	966	2.53501386							329.25	5028	309.25	16601						
				788	0.00349	968	6.253448372	968	2.417185953							329.5	4920	309.5	16939						
				789	0.00346	970	6.223455814	970	2.299358047							329.75	4864	309.75	16205						
				790	0.00346	972	6.193463256	972	2.224162419							330	4850	310	19488						
				791	0.00347	974	6.163470698	974	2.154536837							330.25	4969	310.25	16412						
				792	0.00347	976	6.127051163	976	2.084954102							330.5	4963	310.5	17714						
				793	0.00347	978	6.084204651	978	2.008130307							330.75	4755	310.75	18520						
				794	0.00352	980	6.04135814	980	1.926250623							331	4829	311	12224						
				795	0.00359	982	5.998511628	982	1.844392363							331.25	4922	311.25	14417						
				796	0.00369	984	5.955665116	984	1.762512679							331.5	4577	311.5	16669						
				797	0.00379	986	5.904249302	986	1.680632995							331.75	4745	311.75	18119						
				798	0.00387	988	5.844264186	988	1.598753312							332	4800	312	15633						
				799	0.00393	990	5.78427907	990	1.516873628							332.25	4653	312.25	15872						
				800	0.00403	992	5.724293953	992	1.434993944							332.5	4735	312.5	14016						
				801	0.00413	994	5.664308837	994	1.353135684							332.75	4793	312.75	15962						
				802	0.00424	996	5.604323721	996	1.271256							333	4820	313	15457						
				803	0.00434	998	5.544338605	998	1.189376316							333.25	4697	313.25	13570						
				804	0.00442	1000	5.484353488	1000	1.107496633							333.5	4699	313.5	16809						
				805	0.00454	1002	5.424368371	1002	1.02561695							333.75	4651	313.75	15669						
				806	0.00467											334	4350	314	14422						
				807	0.00482											334.25	4607	314.25	16034						
				808	0.00497											334.5	4521	314.5	14642						
				809	0.00511											334.75	4421	314.75	16385						
				810	0.00527											335	4572	315	13471						
				811	0.00547											335.25	4882	315.25	14872						
				812	0.00567											335.5	4721	315.5	17218						
				813	0.00583											335.75	4336	315.75	15944						
				814	0.00594											336	4558	316	17723						
				815	0.00603											336.25	4592	316.25	13057						
				816	0.00615											336.5	4805	316.5	16376						
				817	0.00633											336.75	4530	316.75	14219						
				818	0.00654											337	4440	317	13444						
				819	0.00674											337.25	4468	317.25	15043						
				820	0.00691											337.5	4423	317.5	14809						
				821	0.00708											337.75	4530	317.75	12494						
				822	0.00724											338	4266	318	14142						
				823	0.0074											338.25	4398	318.25	13034						
				824	0.00758											338.5	4247	318.5	11940						
				825	0.00775											338.75	4381	318.75	13980						
				826	0.00786											339	4349	319	15399						
				827	0.00796											339.25	4345	319.25	12805						
				828	0.00799											339.5	4388	319.5	14115						
				829	0.00802											339.75	4630	319.75	14277						
				830	0.00803											340	4393	320	15561						
				831	0.00803											340.25	4328	320.25	16313						
				832	0.00801											340.5	4229	320.5	14525						
				833	0.00794											340.75	4439	320.75	13642						
				834	0.00785											341	4369	321	11989						
				835	0.00775											341.25	4359	321.25	13940						
				836	0.00764											341.5	4381	321.5	14368						
				837	0.00757											341.75	4537	321.75	14759						
				838	0.00751											342	4196	322	12134						
				839	0.00739											342.25	4175	322.25	13624						
				840	0.00726											342.5	4354	322.5	14431						
				841	0.00715											342.75	4334	322.75	8715						
				842	0.00703											343	4233	323	14687						
				843	0.00692											343.25	4169	323.25	13741						
				844	0.00685											343.5	4183	323.5	11989						
				845	0.00678											343.75	4383	323.75	10409						
				846	0.00669											344	4470	324	12458						
				847	0.00661											344.25	4255	324.25	13242						
				848	0.00651											344.5	4464	324.5	12881						
				849	0.00643											344.75	4354	324.75	12377						
				850	0.00637											345	4349	325	13309						
				851	0.00633											345.25	4554	325.25	14390						
				852	0.00632											345.5	4297	325.5	12120						
				853	0.00631											345.75	4224	325.75	13156						
				854	0.00633											346	4507	326	12120						
				855	0.00639											346.25	4500	326.25	13552						
				856	0.00647											346.5	4555	326.5	12597						
				857	0.00656											346.75	4383	326.75	13300						
				858	0.00662											347	4370	327	11823						
				859	0.00666											347.25	4532	327.25	16075						
				860	0.00674											347.5	4384	327.5	14097						
				861	0.0068											347.75	4627	327.75	13498						
				862	0.0069											348	4395	328	12624						
				863	0.00705											348.25	4667	328.25	14426						
				864	0.00724											348.5	4686	328.5	12291						
				865	0.00751											348.75	4252	328.75	11823						
				866	0.00786											349	4564	329	13106						
				867	0.00822											349.25	4803	329.25	13863						
				868	0.0086											349.5	4685	329.5	13057						
				869	0.00899											349.75	4723	329.75	11062						
				870	0.00938											350	4637	330	14422						
				871	0.00979											350.25	4569	330.25	14417						
				872	0.01022											350.5	4542	330.5	13084						
				873	0.01074											350.75	4736	330.75	15079						
				874	0.01133											351	4799	331	13692						
				875	0.01198											351.25	4727	331.25	12201						
				876	0.01264											351.5	4912	331.5	15858						
				877	0.01345											351.75	4841	331.75	14129						
				878	0.0143											352	4824	332	14903						
				879	0.01527											352.25	4960	332.25	14728						
				880	0.01636											352.5	5067	332.5	12435						
				881	0.01752											352.75	4861	332.75	13052						
				882	0.01867											353	4949	333	14660						
				883	0.01992											353.25	5045	333.25	15223						
				884	0.02121											353.5	5154	333.5	13521						
				885	0.02262											353.75	5209	333.75	12003						
				886	0.02414											354	5137	334	13656						
				887	0.02581											354.25	4966	334.25	14057						
				888	0.02754											354.5	5136	334.5	13705						
				889	0.02932											354.75	5195	334.75	12314						
				890	0.03116											355	5239	335	14273						
				891	0.03305											355.25	5324	335.25	14295						
				892	0.03491											355.5	5322	335.5	16786						
				893	0.03674											355.75	5278	335.75	14813						
				894	0.03833											356	5179	336	13566						
				895	0.03983											356.25	5443	336.25	15129						
				896	0.04121											356.5	5223	336.5	14201						
				897	0.04256											356.75	5466	336.75	14241						
				898	0.04384											357	5399	337	13976						
				899	0.04506											357.25	5584	337.25	12165						
				900	0.04633											357.5	5682	337.5	12854						
				901	0.04766											357.75	5655	337.75	16070						
				902	0.04915											358	5598	338	12940						
				903	0.05078											358.25	5845	338.25	14485						
				904	0.05267											358.5	5799	338.5	14728						
				905	0.05472											358.75	5665	338.75	16151						
				906	0.05721											359	5800	339	16246						
				907	0.05994											359.25	5820	339.25	14530						
				908	0.06316											359.5	5897	339.5	15313						
				909	0.06663											359.75	6017	339.75	15656						
				910	0.07046											360	5934	340	13791						
				911	0.07438											360.25	5991	340.25	13823						
				912	0.07837											360.5	6069	340.5	16466						
				913	0.08234											360.75	6069	340.75	14390						
				914	0.08621											361	6132	341	15890						
				915	0.08994											361.25	6220	341.25	13714						
				916	0.09354											361.5	6194	341.5	12904						
				917	0.09683											361.75	6217	341.75	11899						
				918	0.1											362	6383	342	13854						
				919	0.1032											362.25	6340	342.25	11629						
				920	0.1065											362.5	6460	342.5	13814						
				921	0.1099											362.75	6447	342.75	14854						
				922	0.1133											363	6668	343	15475						
				923	0.1167											363.25	6543	343.25	13944						
				924	0.12											363.5	6719	343.5	13638						
				925	0.1231											363.75	6661	343.75	14530						
				926	0.126											364	6675	344	14057						
				927	0.1282											364.25	6707	344.25	14467						
				928	0.1299											364.5	6862	344.5	14958						
				929	0.1307											364.75	6762	344.75	14079						
				930	0.131											365	6969	345	13953						
				931	0.1299											365.25	6995	345.25	16088						
				932	0.1283											365.5	6989	345.5	14678						
				933	0.1253											365.75	7076	345.75	12854						
				934	0.1218											366	7223	346	14944						
				935	0.1175											366.25	7157	346.25	13219						
				936	0.1126											366.5	7292	346.5	16070						
				937	0.107											366.75	7438	346.75	14557						
				938	0.1008											367	7389	347	15282						
				939	0.09433											367.25	7441	347.25	13998						
				940	0.08754											367.5	7482	347.5	15043						
				941	0.08088											367.75	7601	347.75	15039						
				942	0.07446											368	7715	348	15566						
				943	0.06822											368.25	7724	348.25	14723						
				944	0.0625											368.5	7729	348.5	15165						
				945	0.05704											368.75	7784	348.75	13660						
				946	0.05234											369	8026	349	14003						
				947	0.04802											369.25	7976	349.25	14480						
				948	0.04445											369.5	8117	349.5	15579						
				949	0.04109											369.75	8208	349.75	14678						
				950	0.03799											370	8186	350	15786						
				951	0.03519											370.25	8368	350.25	15881						
				952	0.03274											370.5	8315	350.5	16147						
				953	0.03046											370.75	8416	350.75	14390						
				954	0.02852											371	8396	351	15021						
				955	0.02666											371.25	8573	351.25	15007						
				956	0.02504											371.5	8576	351.5	15503						
				957	0.02358											371.75	8711	351.75	14210						
				958	0.02242											372	8930	352	16237						
				959	0.02133											372.25	8881	352.25	16881						
				960	0.02047											372.5	8949	352.5	14142						
				961	0.01975											372.75	8888	352.75	14710						
				962	0.01917											373	9051	353	15255						
				963	0.0186											373.25	9114	353.25	14678						
				964	0.01808											373.5	9231	353.5	16052						
				965	0.01753											373.75	9304	353.75	15039						
				966	0.01693											374	9385	354	13823						
				967	0.01639											374.25	9516	354.25	15282						
				968	0.01589											374.5	9378	354.5	14602						
				969	0.01554											374.75	9611	354.75	14588						
				970	0.01528											375	9681	355	16583						
				971	0.0151											375.25	9804	355.25	15187						
				972	0.01491											375.5	9805	355.5	16678						
				973	0.01463											375.75	10008	355.75	15232						
				974	0.01431											376	9945	356	15381						
				975	0.01413											376.25	10161	356.25	15466						
				976	0.01408											376.5	10156	356.5	17696						
				977	0.01414											376.75	10357	356.75	15534						
				978	0.01421											377	10414	357	17935						
				979	0.01423											377.25	10523	357.25	17358						
				980	0.01417											377.5	10583	357.5	16345						
				981	0.01407											377.75	10716	357.75	15512						
				982	0.01406											378	10791	358	15782						
				983	0.0142											378.25	10828	358.25	17137						
				984	0.01441											378.5	10927	358.5	16813						
				985	0.01481											378.75	11095	358.75	16588						
				986	0.01524											379	11348	359	15665						
				987	0.01564											379.25	11245	359.25	16674						
				988	0.01607											379.5	11376	359.5	14530						
				989	0.01652											379.75	11483	359.75	15412						
				990	0.01716											380	11546	360	15412						
				991	0.01793											380.25	11688	360.25	15714						
				992	0.01891											380.5	11776	360.5	16863						
				993	0.01994											380.75	12013	360.75	15723						
				994	0.02087											381	12021	361	17908						
				995	0.02178											381.25	12153	361.25	16574						
				996	0.02272											381.5	12148	361.5	17502						
				997	0.02366											381.75	12316	361.75	17295						
				998	0.02464											382	12372	362	16674						
				999	0.0256											382.25	12537	362.25	17142						
				1000	0.02654											382.5	12556	362.5	17795						
				1001	0.02751											382.75	12909	362.75	16178						
				1002	0.0287											383	12826	363	17646						
				1003	0.02996											383.25	12999	363.25	18047						
				1004	0.03136											383.5	13028	363.5	17975						
				1005	0.03282											383.75	13114	363.75	17390						
				1006	0.0343											384	13334	364	16786						
				1007	0.03579											384.25	13520	364.25	16746						
				1008	0.03735											384.5	13528	364.5	18615						
				1009	0.03894											384.75	13634	364.75	17331						
				1010	0.04057											385	13773	365	17687						
				1011	0.04222											385.25	13919	365.25	19191						
				1012	0.04388											385.5	14005	365.5	18858						
				1013	0.04554											385.75	14120	365.75	17056						
				1014	0.04722											386	14239	366	19529						
				1015	0.04877											386.25	14352	366.25	20862						
				1016	0.05024											386.5	14606	366.5	18862						
				1017	0.05152											386.75	14572	366.75	19281						
				1018	0.05279											387	14788	367	19777						
				1019	0.05386											387.25	14937	367.25	20452						
				1020	0.05481											387.5	14998	367.5	19727						
				1021	0.05561											387.75	15126	367.75	19624						
				1022	0.05631											388	15211	368	18574						
				1023	0.05683											388.25	15340	368.25	21011						
				1024	0.05734											388.5	15619	368.5	19912						
				1025	0.0579											388.75	15695	368.75	20813						
				1026	0.05857											389	15757	369	20029						
				1027	0.05948											389.25	15865	369.25	22623						
				1028	0.0605											389.5	16075	369.5	22425						
				1029	0.06164											389.75	16192	369.75	21695						
				1030	0.06274											390	16328	370	21610						
				1031	0.06389											390.25	16611	370.25	21308						
				1032	0.06503											390.5	16743	370.5	22457						
				1033	0.0661											390.75	16916	370.75	21592						
				1034	0.06717											391	16890	371	21556						
				1035	0.06799											391.25	17146	371.25	22578						
				1036	0.06871											391.5	17356	371.5	22956						
				1037	0.06926											391.75	17299	371.75	23033						
				1038	0.0697											392	17501	372	23641						
				1039	0.07004											392.25	17638	372.25	24204						
				1040	0.07029											392.5	17940	372.5	24150						
				1041	0.07018											392.75	18070	372.75	24123						
				1042	0.06998											393	18298	373	25019						
				1043	0.06967											393.25	18353	373.25	23528						
				1044	0.06904											393.5	18556	373.5	23470						
				1045	0.0685											393.75	18673	373.75	25524						
				1046	0.06792											394	18939	374	25362						
				1047	0.06719											394.25	19070	374.25	24299						
				1048	0.06662											394.5	19249	374.5	25069						
				1049	0.06596											394.75	19378	374.75	25244						
				1050	0.06504											395	19595	375	26555						
				1051	0.06419											395.25	19810	375.25	26762						
				1052	0.06348											395.5	19832	375.5	25353						
				1053	0.06281											395.75	20010	375.75	26244						
				1054	0.06212											396	20297	376	26452						
				1055	0.06139											396.25	20528	376.25	26654						
				1056	0.06045											396.5	20687	376.5	27352						
				1057	0.05948											396.75	20882	376.75	26591						
				1058	0.05867											397	21017	377	27451						
				1059	0.05789											397.25	21090	377.25	27424						
				1060	0.05705											397.5	21499	377.5	28519						
				1061	0.05616											397.75	21581	377.75	27893						
				1062	0.05534											398	21686	378	28577						
				1063	0.05445											398.25	22037	378.25	28339						
				1064	0.05364											398.5	22090	378.5	29059						
				1065	0.05303											398.75	22199	378.75	29298						
				1066	0.05259											399	22447	379	29929						
				1067	0.05224											399.25	22730	379.25	29253						
				1068	0.0518											399.5	22901	379.5	30091						
				1069	0.05121											399.75	23059	379.75	29847						
				1070	0.05065											400	23214	380	29757						
				1071	0.05032											400.25	23322	380.25	32072						
				1072	0.05025											400.5	23519	380.5	30329						
				1073	0.05015											400.75	23706	380.75	29325						
				1074	0.05005											401	23928	381	32433						
				1075	0.04947											401.25	24050	381.25	30365						
				1076	0.04878											401.5	24143	381.5	30424						
				1077	0.04851											401.75	24473	381.75	32014						
				1078	0.04841											402	24607	382	31068						
				1079	0.04816											402.25	24812	382.25	32825						
				1080	0.04811											402.5	24957	382.5	32960						
				1081	0.04813											402.75	25175	382.75	34991						
				1082	0.04798											403	25424	383	31969						
				1083	0.04816											403.25	25594	383.25	33045						
				1084	0.04804											403.5	25568	383.5	33599						
				1085	0.04763											403.75	25920	383.75	34050						
				1086	0.04755											404	26115	384	34923						
				1087	0.04762											404.25	26383	384.25	33482						
				1088	0.04771											404.5	26457	384.5	34775						
				1089	0.04797											404.75	26624	384.75	36216						
				1090	0.04801											405	26726	385	35004						
				1091	0.0478											405.25	27045	385.25	36009						
				1092	0.04783											405.5	27218	385.5	35982						
				1093	0.04783											405.75	27439	385.75	36450						
				1094	0.0479											406	27845	386	35626						
				1095	0.04837											406.25	27854	386.25	36829						
				1096	0.04876											406.5	28165	386.5	36955						
				1097	0.04892											406.75	28128	386.75	38243						
				1098	0.04911											407	28455	387	37833						
																407.25	28628	387.25	37617						
																407.5	28734	387.5	38977						
																407.75	29131	387.75	38473						
																408	29156	388	38454						
																408.25	29514	388.25	39576						
																408.5	29624	388.5	38797						
																408.75	29845	388.75	40657						
																409	30037	389	40004						
																409.25	30289	389.25	40733						
																409.5	30556	389.5	40107						
																409.75	30632	389.75	42684						
																410	30818	390	41850						
																410.25	30911	390.25	42098						
																410.5	31191	390.5	40932						
																410.75	31535	390.75	42792						
																411	31685	391	43976						
																411.25	31874	391.25	44220						
																411.5	32203	391.5	44247						
																411.75	32398	391.75	45836						
																412	32597	392	45904						
																412.25	32521	392.25	44571						
																412.5	32931	392.5	46881						
																412.75	32832	392.75	47949						
																413	33186	393	46850						
																413.25	33419	393.25	47449						
																413.5	33466	393.5	48187						
																413.75	33763	393.75	48863						
																414	34080	394	50926						
																414.25	34176	394.25	50723						
																414.5	34517	394.5	50917						
																414.75	34820	394.75	49692						
																415	34889	395	50151						
																415.25	35070	395.25	51165						
																415.5	35399	395.5	52340						
																415.75	35549	395.75	52097						
																416	35691	396	51624						
																416.25	35763	396.25	54218						
																416.5	36097	396.5	53326						
																416.75	36416	396.75	53754						
																417	36580	397	55421						
																417.25	36878	397.25	55466						
																417.5	37123	397.5	54529						
																417.75	37271	397.75	55632						
																418	37543	398	56407						
																418.25	37571	398.25	57529						
																418.5	37941	398.5	57092						
																418.75	38196	398.75	56961						
																419	38459	399	59213						
